Search City	Job Title	Company	Location	Required Skills	Posted Date	Job URL
Mumbai	Business Development Executive - Logistics/Transportation/Supply Chain	Seven Consultancy	Mumbai (All Areas)(Powai)	Logistics Sales | Sales | Sales Operations | Freight Sales | Business Development | Shipping | Supply Chain | transportation	Few hours ago	https://www.naukri.com/job-listings-business-development-executive-logistics-transportation-supply-chain-seven-consultancy-mumbai-all-areas-2-to-6-years-310126011781
Mumbai	Marine Supply Chain Executive	Inchcape Shipping Services	Navi Mumbai	Excel | marine procurement | marine supply chain | shipping procurement | Supply | Supply chain | Procurement | Marine	1 week ago	https://www.naukri.com/job-listings-marine-supply-chain-executive-inchcape-shipping-services-navi-mumbai-0-to-2-years-160626019503
Mumbai	"Order Management Executive-Supply Chain @Atomberg-Vikhroli,Mumbai"	Atomberg Technologies	"Mumbai, Mumbai (All Areas)"	Supplychain | Order Management | Order Execution | Customer Operations | Customer Support Operations | Order Processing | Order Fulfillment | Operational Support	3 weeks ago	https://www.naukri.com/job-listings-order-management-executive-supply-chain-atomberg-vikhroli-mumbai-atomberg-technologies-mumbai-mumbai-all-areas-1-to-6-years-020626015253
Mumbai	Executive Exports & Supply Chain Management	Caristar Laboratories	Mumbai (All Areas)	Export Logistics | Export Documentation | Pre Shipment | Import Export | Export Management | Bill Of Lading | Export | Export Import Documentation	3+ weeks ago	https://www.naukri.com/job-listings-executive-exports-supply-chain-management-caristar-laboratories-mumbai-all-areas-0-to-5-years-260526026230
Mumbai	Supply Chain Executive	Harman Plastic Industries	"Mumbai(Andheri West), Vasai"	Supply Chain Management | Inventory Management | Purchase Order | SCM | Supply Planning | Demand Forecasting | Supply Chain Operations | Logistics	3+ weeks ago	https://www.naukri.com/job-listings-supply-chain-executive-harman-plastic-industries-mumbai-vasai-2-to-5-years-260526031704
Mumbai	Supply Chain Executive	EssilorLuxottica	Mumbai	Supply Chain Management | SCM | Logistics Management | Supply Chain Operations | Operations | Supply | Supply chain | Management	1 week ago	https://www.naukri.com/job-listings-supply-chain-executive-naukri-e-hire-mumbai-3-to-7-years-130626010297
Mumbai	Fleet Manager	Swiggy	Nagpur	Training | Fleet management | Compliance | ROC | UPS | Customer service | Management | Cost	3+ weeks ago	https://www.naukri.com/job-listings-fleet-manager-swiggy-nagpur-2-to-6-years-311025500264
Mumbai	Key Account Manager - Fleet Sales	Apollo Tyres Manufacturing	Jaipur	Training | vehicle maintenance | Sales | Networking | Training management | Management | Key account management | Preventive maintenance	3+ weeks ago	https://www.naukri.com/job-listings-key-account-manager-fleet-sales-apollo-tyres-ltd-jaipur-5-to-7-years-260924502573
Mumbai	Fleet Manager	CIEL HR	"Indore, Vadodara, Mumbai (All Areas)"	Last Mile | Delivery Operations | Fleet Operations | Last Mile Delivery | Transportation | Logistics Operations | Logistics | Operations	2 weeks ago	https://www.naukri.com/job-listings-fleet-manager-ciel-hr-indore-vadodara-mumbai-all-areas-1-to-6-years-100626004937
Mumbai	Fleet Manager	GVK Emergency Management and Research Institute (GVK EMRI)	Raipur	Vehicle | Fleet | transportation | automobile | Vehicle Management | Fleet Operations | transport operations | transport management	1 day ago	https://www.naukri.com/job-listings-fleet-manager-gvk-emergency-management-and-research-institute-gvk-emri-raipur-15-to-20-years-261125933833
Mumbai	Fleet Manager	GVK Emergency Management and Research Institute (GVK EMRI)	Hyderabad(Kompally)	Vehicle | Fleet | Transportation | Vehicle Management | Fleet Operations | Fuel Management | Fleet Management | Fleet Maintenance	1 day ago	https://www.naukri.com/job-listings-fleet-manager-gvk-emergency-management-and-research-institute-gvk-emri-hyderabad-15-to-20-years-101125013463
Mumbai	Fleet Manager	Pico Xpress	Mumbai	Fleet Manager | operations | customer satisfaction | business growth | safety protocols | strategic partnerships | Protocols | Management	2 weeks ago	https://www.naukri.com/job-listings-fleet-manager-pico-xpress-mumbai-3-to-5-years-080626929623
Mumbai	Fleet Manager	Swiggy	Mangaluru	Fleet Management | Fleet | Logistics Operations | Logistics | Operations | Management	1 week ago	https://www.naukri.com/job-listings-fleet-manager-swiggy-mangaluru-2-to-5-years-150626021666
Mumbai	Fleet Manager	Indian Hydrogen	Kota	Vehicle Maintenance | tyres | Fleet Operations | Fleet Management | driver management | Logistics Operations | Operations | Fleet	1 day ago	https://www.naukri.com/job-listings-fleet-manager-indian-hydrogen-kota-1-to-6-years-230626932640
Mumbai	Hiring: Fleet & Transport Manager	.	Mumbai	Driver Coordination | Route Planning | Fleet Management | Vehicle Tracking | Transport Management | Trucks | Fleet | Tanks	1 day ago	https://www.naukri.com/job-listings-hiring-fleet-transport-manager-venus-hr-consultancy-surat-mumbai-5-to-10-years-220626021920
Mumbai	Fleet Manager - Bangalore	Zippee	Bengaluru(Kalyan nagar)	Quick Commerce | Last Mile Delivery | Fleet Operations | Fleet Management | Rider Hiring | Field Operations | Hiring | Route Planning	1 week ago	https://www.naukri.com/job-listings-fleet-manager-bangalore-zippee-bengaluru-2-to-5-years-110626030597
Mumbai	Fleet Manager	Adecco	"Hyderabad, Bengaluru, Mumbai (All Areas)"	Full Truck Load | FTL | Fleet Operations | Fleet | Sales | Fleet Management | Logistics Operations | Logistics	1 week ago	https://www.naukri.com/job-listings-fleet-manager-adecco-india-hyderabad-bengaluru-mumbai-all-areas-2-to-7-years-110626022915
Mumbai	Fleet Manager	Adecco	"Hyderabad, Bengaluru, Mumbai (All Areas)"	Fleet Management | Trucks | Vehicle Management | Fleet Operations | Fleet | Full Truck Load | Transportation | Trucking	1 week ago	https://www.naukri.com/job-listings-fleet-manager-adecco-india-hyderabad-bengaluru-mumbai-all-areas-3-to-8-years-120626018693
Mumbai	Fleet Manager	Plaudit E Rickshaw	Howrah	fleet | dispatch | logistics management | warehouse operations | logistics operations | logistics | logistics coordination | route optimization	3+ weeks ago	https://www.naukri.com/job-listings-fleet-manager-plaudit-techno-india-pvt-ltd-howrah-2-to-4-years-050925506522
Mumbai	Fleet Manager	Manpowergroup Services India	Hyderabad	Delivery Operations | Last Mile Delivery | Vehicle Management | Fleet Operations | Hub Operations | Logistics Operations | Route Planning | Transport Operations	1 week ago	https://www.naukri.com/job-listings-fleet-manager-manpowergroup-services-india-hyderabad-5-to-6-years-100626020544
Mumbai	Fleet Manager	Glint!	Chennai	Relationship management | Order management | Data analysis | Stock management | Scheduling | Customer complaints | Cost analysis | Operations	3+ weeks ago	https://www.naukri.com/job-listings-fleet-manager-glint-chennai-1-to-5-years-110123500830
Mumbai	Fleet Manager	Zippee	Bengaluru	Team management | Excel | Data management | Networking | MIS | Commerce | Customer complaints | Stakeholder management	3+ weeks ago	https://www.naukri.com/job-listings-fleet-manager-zippee-bengaluru-2-to-6-years-160226501657
Mumbai	Fleet Manager	swiggy Instamart	Chennai	Fleet Management | Team Handling | Fleet | Transportation | Online Retail | Sourcing | Logistics Operations | Vehicle Management	1 day ago	https://www.naukri.com/job-listings-fleet-manager-ciel-hr-chennai-1-to-4-years-220626037468
Mumbai	Fleet Manager	ZF	Chennai	sales | procurement | Fleet Manager | fleet management | business development | Development | Management | Fleet	1 day ago	https://www.naukri.com/job-listings-fleet-manager-zf-india-private-limited-chennai-4-to-8-years-220626935577
Mumbai	Fleet Manager	Wellspring Industries	"Hingna, Nagpur(Hingna)"	Vehicle Management | Fleet Management | Transportation | Supply Chain Management | Logistics Operations | Delivery Operations | Fleet Operations | Fleet	4 days ago	https://www.naukri.com/job-listings-fleet-manager-wellspring-industries-hingna-nagpur-3-to-4-years-190626015491
Mumbai	Fleet Manager	Zippee	Mumbai	Team management | Excel | Data management | Networking | MIS | Commerce | Customer complaints | Stakeholder management	3+ weeks ago	https://www.naukri.com/job-listings-fleet-manager-zippee-mumbai-2-to-6-years-090426502988
Delhi	Fleet Supervisor	Acko	Gurugram	fleet | data management | team management | administration | presentation skills | logistics | problem solving | analysis	3+ weeks ago	https://www.naukri.com/job-listings-fleet-supervisor-acko-gurugram-1-to-3-years-241225503950
Delhi	Transport Executive || Noida and Bhubaneswar || Night Shift - 10pm-7am	Delhivery	"Noida, Bhubaneswar, Chandigarh"	Vehicle Management | Fleet | Route Planning | Cargo | Fleet Operations | Full Truck Load | Transportation | Trucking	5 days ago	https://www.naukri.com/job-listings-transport-executive-noida-and-bhubaneswar-night-shift-10pm-7am-delhivery-noida-bhubaneswar-chandigarh-2-to-7-years-190626011933
Delhi	Fleet Supervisor - Pharmaceutical Logistics	Estalvis Advisors	Gurugram	Supply chain | SAP | Pharma | Fleet Supervisor | Oracle | Load balancing | Distribution network | Operations	3+ weeks ago	https://www.naukri.com/job-listings-fleet-supervisor-pharmaceutical-logistics-estalvis-advisors-private-limited-gurugram-3-to-5-years-250226503315
Delhi	Transport Coordinator	School	Noida	Vehicle Management | Fuel Management | Vehicle Tracking | Route Planning | Transport Operations | Fleet Operations | Vehicle Maintenance | Fleet Management	1 week ago	https://www.naukri.com/job-listings-transport-coordinator-jj-india-delhi-noida-5-to-10-years-130626012651
Delhi	Manager - Operations and Vetting - Celcius Tech	Fleet Management	Gurugram	Training | Due diligence | Fleet management | Performance management | SAR | Inspection | Customer experience | Continuous improvement	3+ weeks ago	https://www.naukri.com/job-listings-manager-operations-and-vetting-celcius-tech-fleet-management-gurugram-10-to-14-years-060226502372
Delhi	Supervisor (EV Fleet Operations)	Indus Motors Green	New Delhi	Payroll | ERP | Operations Manager | MIS | Process improvement | Data Analyst | Data mining | Business intelligence	3+ weeks ago	https://www.naukri.com/job-listings-supervisor-ev-fleet-operations-indus-motors-green-new-delhi-2-to-7-years-200226500015
Delhi	Operation Staff NHH	DHL Supply Chain	Gurugram	Basic | Operation Staff | Operations	3+ weeks ago	https://www.naukri.com/job-listings-operation-staff-nhh-dhl-global-forwarding-india-gurugram-0-to-10-years-060426502147
Delhi	Transport Executive	Vinayak Enterprises	New Delhi	Truck Booking | Heavy truck placement | Freight Cooridnation | Vehicle Placement | Local Transport Network | FTL Coordination | Route Corodination | Transport Coordination	3+ weeks ago	https://www.naukri.com/job-listings-transport-executive-vinayak-enterprises-new-delhi-2-to-3-years-250526005782
Delhi	Transport Executive	Ferns N Petals	New Delhi(Chattarpur)	Fleet Management | Transportation | Route Planning | Management | Fleet | Planning | Route3	6 days ago	https://www.naukri.com/job-listings-transport-executive-ferns-n-petals-new-delhi-5-to-10-years-180626016188
Delhi	Service Advisor	Ring Road Hond	Gurugram	ERP | vehicle maintenance | Interpersonal skills | PDF | Time management | Service Advisor | HTML | Customer service	3+ weeks ago	https://www.naukri.com/job-listings-service-advisor-ring-road-honda-gurugram-3-to-7-years-260825500049
Delhi	Executive - Transport	Cushman & Wakefield	Gurugram	compliance | insurance | risk management | supply chain | tracking systems | logistics | transportation | leasing	1 day ago	https://www.naukri.com/job-listings-executive-transport-cushman-wakefield-india-pvt-ltd-gurugram-5-to-10-years-230626936979
Delhi	Fleet Officer / Incharge - Males Only	Metrro Waste Handling	"New Delhi(Vinod Nagar East), Delhi / NCR(Shahdara)"	Logistics Operations | Route Planning | Vehicle Management | Fleet Management | Vehicle Tracking | Transportation | collection and transportation | Transport Operations	1 week ago	https://www.naukri.com/job-listings-fleet-officer-incharge-males-only-metrro-waste-handling-new-delhi-delhi-ncr-5-to-10-years-060325008505
Delhi	Operations Manager	Stratsmith	New Delhi(Hauz Khas)	Team Handling | Operations | Escalation Management | Last Mile Delivery | Urban Transport | Operations Team Handling | Logistics Operations | Route Planning	2 weeks ago	https://www.naukri.com/job-listings-operations-manager-stratsmith-delhi-new-delhi-2-to-7-years-090626011515
Delhi	Process Associate - Insurance - Noida	Genpact	"New Delhi, Noida, Gurugram"	insurance | claims | Property And Casualty Insurance | Insurance Claims | Property And Casualty | Claims Processing | Processing | Process	1 week ago	https://www.naukri.com/job-listings-process-associate-insurance-noida-genpact-noida-new-delhi-gurugram-0-to-3-years-080626008486
Delhi	Operations Assistant Manager - International	TP	Gurugram	operations | operations management | communication | customer experience | process improvements | International | Process | Communication skills	1 week ago	https://www.naukri.com/job-listings-operations-assistant-manager-international-teleperformance-global-business-private-limited-gurugram-3-to-8-years-100626928510
Delhi	Administrative & Operations Staff	Mechanical Engineering Ventures	New Delhi	application software | data analysis | administration | customer service | process improvements | regulatory requirements | ich | operations	1 week ago	https://www.naukri.com/job-listings-administrative-operations-staff-mechanical-engineering-ventures-new-delhi-2-to-6-years-170626501067
Delhi	Operations Staff- EDW	DHL Supply Chain	New Delhi	visualforce | project management | software | quality control | customer service | logistics | triggers | process improvements	4 days ago	https://www.naukri.com/job-listings-operations-staff-edw-dhl-global-forwarding-india-new-delhi-2-to-7-years-190626502543
Delhi	Process Associate - Insurance - Noida	Genpact	"New Delhi, Noida, Gurugram"	insurance | claims | Property And Casualty Insurance | Insurance Claims | Property And Casualty | Claims Processing | Process | Processing	2 weeks ago	https://www.naukri.com/job-listings-process-associate-insurance-noida-genpact-noida-new-delhi-gurugram-0-to-3-years-080626008185
Delhi	Operation staff NHH Professional	DHL Supply Chain	Gurugram	operations management | team management | back office operations | back office | customer service | banking operations | sales | customer support	3+ weeks ago	https://www.naukri.com/job-listings-operation-staff-nhh-professional-dhl-global-forwarding-india-gurugram-5-to-10-years-140426501358
Delhi	Airport Ground Staff	Namo Airways	New Delhi	Airport Ground Staff | Customer Service at Airport | Airport Operations Executive | Baggage Handling Staff | Check-in Assistant | Air Ticketing Executive | Passenger Service Agent | Boarding Assistant	2 weeks ago	https://www.naukri.com/job-listings-airport-ground-staff-namo-airways-new-delhi-0-to-5-years-090626923012
Delhi	WAREHOUSE EXECUTIVE (Receipts & Dispatch)	Delhivery	New Delhi	WAREHOUSE EXECUTIVE (Receipts & Dispatch) | Warehouse | Dispatch | Receipt	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-executive-receipts-dispatch-delhivery-limited-new-delhi-2-to-5-years-240326505532
Delhi	Supply Chain Executive	Delhivery	New Delhi	cost reduction | supply chain | negotiation | logistics | operationsvendor | supply | communication skills | Cost	3+ weeks ago	https://www.naukri.com/job-listings-supply-chain-executive-delhivery-limited-new-delhi-1-to-4-years-240326506537
Delhi	Executive - Warehouse Operations - Contract Logistics	DP World	"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru"	Outbound | Operations management | Warehouse | contract logistics | Warehouse Executive | Compliance | Warehouse operations | Inventory	3+ weeks ago	https://www.naukri.com/job-listings-executive-warehouse-operations-contract-logistics-dp-world-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-080825502552
Delhi	"Operations Executive - Dispatch, Inventory & Logistics"	Audio Affair	New Delhi(Kirti Nagar)	Excel | Inventory Management | Dispatch | Operations Management | Stock Management | Transportation | Documentation | Vendor Management	6 days ago	https://www.naukri.com/job-listings-operations-executive-dispatch-inventory-logistics-audio-affair-new-delhi-0-to-2-years-170626020511
Delhi	Store and Dispatch Executive	Vinsak	Gurugram	Inventory Management | Dispatch | GRN | Material Management | Raw Material Procurement | Raw material | Material procurement | Stores	1 week ago	https://www.naukri.com/job-listings-store-and-dispatch-executive-vinsak-gurugram-3-to-5-years-120626019526
Delhi	Dispatch Executive	Euride Gmbh	Gurugram(Sector 49)	Backend Operations | Logistics Operations | Logistics | Outbound Logistics | Vehicle Tracking | Dispatch | Route Planning | Route3	3 weeks ago	https://www.naukri.com/job-listings-dispatch-executive-euride-gmbh-gurugram-1-to-3-years-050526016876
Delhi	Dispatch Executive	Career Solutions	New Delhi(Narela)	Dispatch | E Way Bill | Supply Chain Management | Dispatch Planning | Logistics | GRN | SAP | Inward	3 weeks ago	https://www.naukri.com/job-listings-dispatch-executive-career-solutions-new-delhi-1-to-6-years-280526026230
Delhi	Dispatch Executive	Trident Logistics	Remote	Spoken English | English | Dispatch | Supply Chain Management | English Language | Logistics | Dispatch Planning | Supply	1 week ago	https://www.naukri.com/job-listings-dispatch-executive-trident-logistics-new-delhi-1-to-4-years-160626027744
Delhi	E-commerce Operations & Dispatch Executive	Nexora Creations	Ghaziabad(Sahibabad)	Order Dispatch | E-commerce Operations | Label Generation | Advanced Excel | English | Stock Control. | Inventory Management | Hindi	1 day ago	https://www.naukri.com/job-listings-e-commerce-operations-dispatch-executive-nexora-creations-private-limited-ghaziabad-1-to-5-years-230626944923
Delhi	Store and Dispatch Executive	Mahabir Plastic	Faridabad	Store Executive | Dispatch Executive | Stores | Dispatch	3+ weeks ago	https://www.naukri.com/job-listings-store-and-dispatch-executive-mahabir-plastic-industries-faridabad-0-to-3-years-280624501248
Delhi	Dispatch Executive	Aos Products	Ghaziabad	dispatch | production | logistics | delivery operations | transportation | Delivery | Operations	3+ weeks ago	https://www.naukri.com/job-listings-dispatch-executive-aos-products-pvt-ltd-ghaziabad-4-to-6-years-211125500143
Delhi	Dispatch Executive	Eternal Homes	New Delhi(Ghitorni)	Dispatch | Inventory | Dispatch Planning | Logistics | Planning	2 days ago	https://www.naukri.com/job-listings-dispatch-executive-eternal-homes-new-delhi-2-to-4-years-220626001605
Delhi	Pre Dispatch Inspection Executive (PDI Executive)	Mistnokriwala	Faridabad	Product quality | Basic | Pre dispatch inspection | Quality standards | Compliance | Quality inspection | Senior Executive | Packaging	1 week ago	https://www.naukri.com/job-listings-pre-dispatch-inspection-executive-pdi-executive-mistnokriwala-faridabad-3-to-8-years-110626501073
Delhi	Store & Dispatch Executive- Sheet Metal (Tally)	Daksh Manpower And Skill Development Private Limited	Ghaziabad	Tally | Dispatch | Sheet Metal | Store Management | Material Handling | Material Control | Tally Software | Inventory Control	2 weeks ago	https://www.naukri.com/job-listings-store-dispatch-executive-sheet-metal-tally-daksh-manpower-and-skill-development-ghaziabad-2-to-3-years-030626025867
Delhi	Dispatch Executive	HDI OUTSOURCING SERVICES PVT LTD	Faridabad(Sector 57)	Dispatch | E Way Bill | Order Processing | Inventory | Dispatch Planning | Processing | Order fulfillment | E	3 weeks ago	https://www.naukri.com/job-listings-dispatch-executive-hdi-outsourcing-services-faridabad-2-to-3-years-300526007955
Delhi	Dispatch Executive	Indygreen	New Delhi(Chander Vihar)	Supply Chain Management | Export Logistics | Dispatch Planning | Logistics | Dispatch | Order Processing | Processing | Process	3 days ago	https://www.naukri.com/job-listings-dispatch-executive-indygreen-new-delhi-2-to-3-years-200626015144
Delhi	Dispatch Executive	Nirvaan Enterprises	Delhi / NCR	Dispatch | E Way Bill | Order Processing | Inventory | Logistics | Dispatch Planning | Processing | Order fulfillment	1 week ago	https://www.naukri.com/job-listings-dispatch-executive-nirvaan-enterprises-delhi-ncr-2-to-5-years-160626027118
Delhi	Dispatch Executive	Shakti Machinery & Mill Store	Ghaziabad	Provident fund | Compliance | Billing | Reconciliation | fund reconciliation | Dispatch Executive | Inventory | Data entry	3+ weeks ago	https://www.naukri.com/job-listings-dispatch-executive-shakti-machinery-mill-store-ghaziabad-1-to-6-years-240325504668
Delhi	Dispatch Executive	Romana Herbalcare	"Gurugram(Shahjahanpur), Alwar"	Inward | Dispatch | E Way Bill | Order Processing | Inventory | Logistics | Dispatch Planning | Process	3+ weeks ago	https://www.naukri.com/job-listings-dispatch-executive-romana-herbalcare-gurugram-alwar-1-to-5-years-270526014365
Delhi	Dispatch Executive	Medanta	Gurugram	Dispatch | Dispatch Planning | Dispatch Scheduling | Logistics | Tax Invoice | billing | Invoicing | Planning	3 weeks ago	https://www.naukri.com/job-listings-dispatch-executive-medanta-gurugram-1-to-6-years-010626018800
Delhi	Warehouse Coordinator	Bridgeway Power	New Delhi	Warehouse Coordinator | Warehouse	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-coordinator-bridgeway-power-new-delhi-0-to-1-years-180425501808
Delhi	Warehouse Manager Cosmetics preferred FMCG	Modi Mundipharma	New Delhi(Okhla)	Logistics | Supply Chain Management | Supply Chain | Warehouse | Supply | Management | Cosmetics | Warehouse management	1 day ago	https://www.naukri.com/job-listings-warehouse-manager-cosmetics-preferred-fmcg-modi-mundipharma-new-delhi-10-to-15-years-220626018363
Delhi	Warehouse Executive	Anyworks In	Noida	Warehouse | Supplier Coordination | Inventory Management | Reporting and Documentation | Vendor Coordination | Warehouse Operations | Coordination | Supplier	1 day ago	https://www.naukri.com/job-listings-warehouse-executive-anyworks-in-noida-2-to-5-years-220626918491
Delhi	Warehouse Manager	Anantam Hr	"New Delhi, Delhi / NCR"	Grade A | MEP | Warehouse Management | Warehouse Operations | Facility Management | Project Execution | Construction Management | Warehouse Project	5 days ago	https://www.naukri.com/job-listings-warehouse-manager-anantam-hr-surat-new-delhi-delhi-ncr-5-to-10-years-190626010316
Delhi	Warehouse Executive	Morepen Laboratories	"Delhi / NCR, Gurugram"	Inventory Control | Data Management | Documentation | Warehouse Management | Data Warehousing | Data | Management | Warehouse	1 week ago	https://www.naukri.com/job-listings-warehouse-executive-morepen-laboratories-gurugram-delhi-ncr-1-to-3-years-150626010110
Delhi	Manager-Warehouse	A Client of Alliance Placement Solutions	"Gurugram, TAJNAGAR"	Logistics Management | Supply Chain Operations | Warehouse Management | Warehouse Operations | Inventory Management | Supply Chain Management | Logistics Operations | Logistics	5 days ago	https://www.naukri.com/job-listings-manager-warehouse-alliance-placement-solutions-gurugram-tajnagar-12-to-14-years-190626013606
Delhi	Warehouse Manager	Edgistify	Gurugram(Manesar)	Warehouse Operations | 3Pl | Inventory Management | Hub Operations | Warehouse Management | Reverse Logistics | Inventory Control | Inbound Logistics	1 week ago	https://www.naukri.com/job-listings-warehouse-manager-edgistify-gurugram-5-to-8-years-170626016390
Delhi	Supervisor / Officer / Assistant Manager	Aureate Resorts And Realtors	Noida	Supply chain | Training | Supervisor | Warehouse | Field Staff | Trainee Supervisor | Assistant Manager Distribution | Marketing strategy	1 week ago	https://www.naukri.com/job-listings-supervisor-officer-assistant-manager-aureate-resorts-and-realtors-private-limited-noida-1-to-6-years-160626504119
Delhi	Warehouse Incharge	Goyal Bath Palace	Ghaziabad(Sahibabad)	Dispatch | Inventory Management | Warehouse Management | Supply Chain | Inventory | Warehouse | Supply | Management	1 week ago	https://www.naukri.com/job-listings-warehouse-incharge-goyal-bath-palace-ghaziabad-1-to-3-years-160626028158
Delhi	Manager-Warehouse	A Client of Alliance Placement Solutions	Ghaziabad(Dadri)	Logistics Management | Supply Chain Operations | Warehouse Operations | Inventory Management | Supply Chain Management | Logistics Operations | Warehouse Management | Logistics	1 week ago	https://www.naukri.com/job-listings-manager-warehouse-alliance-placement-solutions-ghaziabad-12-to-14-years-170626015582
Delhi	Supervisor / Officer / Assistant Manager	Aureate Resorts And Realtors	Noida	dispatch | supply chain | warehouse management | warehouse operations | channel sales | logistics operations | purchase | logistics	1 week ago	https://www.naukri.com/job-listings-supervisor-officer-assistant-manager-aureate-resorts-and-realtors-private-limited-noida-3-to-4-years-160626503963
Delhi	Warehouse Manager	White Force Outsourcing Services	"Bhiwandi, Nelamangala, Gurugram"	Fulfillment | fmcg | 3Pl | Management | Warehouse management | Warehouse	1 week ago	https://www.naukri.com/job-listings-warehouse-manager-white-force-outsourcing-services-bhiwandi-nelamangala-gurugram-6-to-11-years-120626008458
Delhi	Warehouse Executive	Anand Prakash Design	New Delhi	dispatch | supply chain | logistics management | warehouse operations | warehouse management | logistics operations | logistics | warehouse	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-executive-anand-prakash-new-delhi-1-to-4-years-310326502323
Delhi	Warehouse Manager	ti Steps	New Delhi	Supply Chain Management | Warehouse Management | Warehouse Operations | Warehouse | Supply Chain Operations | Supply | Operations | Management	3 weeks ago	https://www.naukri.com/job-listings-warehouse-manager-ti-steps-new-delhi-2-to-7-years-290526010406
Delhi	Warehouse Manager	S Chand Group	New Delhi	Inventory Management | Warehouse Operations | Logistics Operations | Operations | Warehouse | Inventory | Management | Logistics	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-manager-s-chand-group-new-delhi-2-to-4-years-250526007844
Delhi	Warehouse Manager- Delhi -Okhla	A leading premium brand	New Delhi(Okhla)	Supply Chain Management | Warehouse Operations | Supply | Supply chain | Management | Warehouse management | Warehouse | Operations	1 week ago	https://www.naukri.com/job-listings-warehouse-manager-delhi-okhla-tab-placements-new-delhi-5-to-8-years-160626010115
Delhi	Warehouse Manager	CoHire Solution Ltd	Gurugram(Farrukhnagar)	Middle Mile | Fulfillment Center | FC | 3Pl | Warehouse Operations | Fulfillment | Management | Warehouse management	3 weeks ago	https://www.naukri.com/job-listings-warehouse-manager-cohire-solutions-gurugram-4-to-9-years-280526012188
Delhi	Warehouse - Executive	AWL India	Noida	Warehouse | Excel | warehouse staff | Warehouse Executive | Packaging | Inventory management | Warehouse operations | Inventory	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-executive-accelerated-warehousing-logistics-pvt-ltd-noida-3-to-8-years-200326502699
Delhi	SAP S/4HANA Logistics Trainer	Leading Client	Noida	logistics | sap | manufacturing | mrp | atp | Training | SAP S Hana | S	3+ weeks ago	https://www.naukri.com/job-listings-sap-s-4hana-logistics-trainer-techavera-solutions-pvt-ltd-noida-5-to-10-years-210526921318
Delhi	Executive - Operations	Startek	Noida	operations management | project management | team management | warehouse operations | customer service | logistics | warehouse | process improvements	1 day ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-5-years-230626507107
Delhi	Operations Executive	Mittal Electronics	New Delhi(Jahangir Puri)	Warehouse Management | B2B | Logistics Execution | Shipment Tracking | Logistics Operations | Transport Operations | Dispatch Scheduling | Warehouse Operations	2 weeks ago	https://www.naukri.com/job-listings-operations-executive-mittal-electronics-new-delhi-1-to-5-years-040626028442
Delhi	Operations Executive	Bribooks	Gurugram	Inventory Management | ms excel | operations | logistics | google sheets | operations executive | transportation | communication skills	Just now	https://www.naukri.com/job-listings-operations-executive-bribooks-gurugram-1-to-5-years-240626911759
Delhi	Executive - Operations	RIVIGO	Gurugram	inventory control | shipment | supply chain | transporters | inbound | warehouse operations | logistics | warehouse	1 week ago	https://www.naukri.com/job-listings-executive-operations-mll-express-services-gurugram-3-to-9-years-100626501832
Delhi	OPERATIONS EXECUTIVE	Perpetuity Capital	"New Delhi, Kolkata"	vendor management | operations management | management skills | team management | back office | administration | customer service | team handling	3+ weeks ago	https://www.naukri.com/job-listings-operations-executive-perpetuity-capital-kolkata-new-delhi-0-to-4-years-290825501021
Delhi	Operations Executive	Unorg Vendor Solutions	"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra"	Quality check | Inventory Executive | Inventory management | Workflow | Operation Executive | Management | Cost | dispatch planning	3+ weeks ago	https://www.naukri.com/job-listings-operations-executive-unorg-prayagraj-varanasi-ghaziabad-kanpur-lucknow-agra-0-to-3-years-030425500958
Delhi	Operations Executive	BVC Logistics	New Delhi(Mahipalpur +1)	Logistics Operations | Route Planning | Last Mile | Hub Operations | Logistics Management | Supply Chain Operations | Planning | Route3	1 week ago	https://www.naukri.com/job-listings-operations-executive-bvc-logistics-new-delhi-0-to-3-years-100626024502
Delhi	Warehouse Supervisor ( Logistics )	Xpand	"New Delhi, Noida, Mumbai"	Warehouse Supervisor | Logistics | Warehouse	3+ weeks ago	https://www.naukri.com/job-listings-warehouse-supervisor-logistics-xpand-noida-mumbai-new-delhi-0-to-4-years-170225505503
Delhi	Operations Executive	Nitsa Holidays	New Delhi	vendor management | operations management | management skills | team management | back office | administration | customer service | team handling	3+ weeks ago	https://www.naukri.com/job-listings-operations-executive-nitsa-holidays-new-delhi-0-to-3-years-250725503019
Delhi	Executive - Operations	Startek	Noida	operations management | management skills | team management | warehouse operations | customer service | logistics | problem solving | warehouse	5 days ago	https://www.naukri.com/job-listings-executive-operations-startek-noida-0-to-5-years-180626504732
